Tipo;Produto;Un. Med.;Operação;Est. Anterior;Qtd.;E/S;Est. Final;Usuário;Data e Hora;Observações
Insumo;CAIXA GRANDE;UN;Saída;29,5;-0,5;Saída;29;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;OVO;UN;Saída;-22;-1;Saída;-23;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Produto;GUARANÁ ANT. 1,5L;UN;Saída;2;-1;Saída;1;Eduarda;08/10/2023 20:03;Venda de GUARANÁ ANT. 1,5L do pedido 51
Insumo;MUSSARELA;kg;Saída;7,961;-0,155;Saída;7,806;Eduarda;08/10/2023 20:03;Venda de 1/2 PARIS do pedido 51
Insumo;AZEITONA PRETA;kg;Saída;0,18;-0,005;Saída;0,175;Eduarda;08/10/2023 20:03;Venda de 1/2 PARIS do pedido 51
Insumo;CHAMPIGNON;kg;Saída;0,074;-0,01;Saída;0,064;Eduarda;08/10/2023 20:03;Venda de 1/2 PARIS do pedido 51
Insumo;PRESUNTO;kg;Saída;0,07;-0,04;Saída;0,03;Eduarda;08/10/2023 20:03;Venda de 1/2 PARIS do pedido 51
Insumo;ORÉGANO;kg;Saída;0,031;-0,0005;Saída;0,0305;Eduarda;08/10/2023 20:03;Venda de 1/2 PARIS do pedido 51
Insumo;MOLHO TOMATE;kg;Saída;-3,435;-0,045;Saída;-3,48;Eduarda;08/10/2023 20:03;Venda de 1/2 PARIS do pedido 51
Insumo;MASSA PIZZA;kg;Saída;-19,26;-0,22;Saída;-19,48;Eduarda;08/10/2023 20:03;Venda de 1/2 PARIS do pedido 51
Insumo;SACO BOBINA;UN;Saída;-49,5;-0,5;Saída;-50;Eduarda;08/10/2023 20:03;Venda de 1/2 PARIS do pedido 51
Insumo;CAIXA GIGANTE;UN;Saída;18;-0,5;Saída;17,5;Eduarda;08/10/2023 20:03;Venda de 1/2 PARIS do pedido 51
Insumo;MUSSARELA;kg;Saída;8,116;-0,155;Saída;7,961;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;AZEITONA PRETA;kg;Saída;0,1875;-0,0075;Saída;0,18;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;PRESUNTO;kg;Saída;0,095;-0,025;Saída;0,07;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;LINGUIÇA CALABRESA;kg;Saída;1,958;-0,03;Saída;1,928;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;CEBOLA ROXA;kg;Saída;0,201;-0,005;Saída;0,196;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;ORÉGANO;kg;Saída;0,0315;-0,0005;Saída;0,031;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;CEBOLA;kg;Saída;1,2245;-0,0075;Saída;1,217;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;PIMENTÃO;kg;Saída;0,2445;-0,0075;Saída;0,237;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;MOLHO TOMATE;kg;Saída;-3,39;-0,045;Saída;-3,435;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;MASSA PIZZA;kg;Saída;-19,04;-0,22;Saída;-19,26;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;SACO BOBINA;UN;Saída;-49;-0,5;Saída;-49,5;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;CAIXA GIGANTE;UN;Saída;18,5;-0,5;Saída;18;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;OVO;UN;Saída;-21;-1;Saída;-22;Eduarda;08/10/2023 20:03;Venda de 1/2 PORTUGUESA do pedido 51
Insumo;CHOCOLATE BRANCO;kg;Saída;0,426;-0,024;Saída;0,402;Eduarda;08/10/2023 19:20;Venda de CHOCOLATE BRANCO do pedido 55
Insumo;MASSA PIZZA;kg;Saída;-19;-0,04;Saída;-19,04;Eduarda;08/10/2023 19:20;Venda de CHOCOLATE BRANCO do pedido 55
Insumo;MASSA PIZZA;kg;Saída;-18,96;-0,04;Saída;-19;Eduarda;08/10/2023 19:20;Venda de DOCE DE LEITE do pedido 55
Insumo;DOCE DE LEITE;kg;Saída;-0,1;-0,04;Saída;-0,14;Eduarda;08/10/2023 19:20;Venda de DOCE DE LEITE do pedido 55
Produto;AGUA DE COCO;UN;Saída;-1;-1;Saída;-2;Eduarda;08/10/2023 19:19;Venda de AGUA DE COCO do pedido 55
Insumo;MUSSARELA;kg;Saída;8,296;-0,18;Saída;8,116;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;AZEITONA PRETA;kg;Saída;0,1975;-0,01;Saída;0,1875;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;PRESUNTO;kg;Saída;0,125;-0,03;Saída;0,095;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;LINGUIÇA CALABRESA;kg;Saída;1,998;-0,04;Saída;1,958;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;CEBOLA ROXA;kg;Saída;0,206;-0,005;Saída;0,201;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;ORÉGANO;kg;Saída;0,0325;-0,001;Saída;0,0315;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;CEBOLA;kg;Saída;1,2345;-0,01;Saída;1,2245;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;PIMENTÃO;kg;Saída;0,2545;-0,01;Saída;0,2445;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;MOLHO TOMATE;kg;Saída;-3,35;-0,04;Saída;-3,39;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;MASSA PIZZA;kg;Saída;-18,7;-0,26;Saída;-18,96;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;SACO BOBINA;UN;Saída;-48;-1;Saída;-49;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;CAIXA GRANDE;UN;Saída;30,5;-1;Saída;29,5;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;OVO;UN;Saída;-19;-2;Saída;-21;Eduarda;08/10/2023 19:19;Venda de PIZZA PORTUGUESA GRANDE do pedido 55
Insumo;MUSSARELA;kg;Saída;8,476;-0,18;Saída;8,296;Eduarda;08/10/2023 19:18;Venda de PIZZA PARIS GRANDE do pedido 55
Insumo;AZEITONA PRETA;kg;Saída;0,2055;-0,008;Saída;0,1975;Eduarda;08/10/2023 19:18;Venda de PIZZA PARIS GRANDE do pedido 55
Insumo;CHAMPIGNON;kg;Saída;0,084;-0,01;Saída;0,074;Eduarda;08/10/2023 19:18;Venda de PIZZA PARIS GRANDE do pedido 55
Insumo;PRESUNTO;kg;Saída;0,225;-0,1;Saída;0,125;Eduarda;08/10/2023 19:18;Venda de PIZZA PARIS GRANDE do pedido 55
Insumo;ORÉGANO;kg;Saída;0,0335;-0,001;Saída;0,0325;Eduarda;08/10/2023 19:18;Venda de PIZZA PARIS GRANDE do pedido 55
Insumo;MOLHO TOMATE;kg;Saída;-3,31;-0,04;Saída;-3,35;Eduarda;08/10/2023 19:18;Venda de PIZZA PARIS GRANDE do pedido 55
Insumo;MASSA PIZZA;kg;Saída;-18,44;-0,26;Saída;-18,7;Eduarda;08/10/2023 19:18;Venda de PIZZA PARIS GRANDE do pedido 55
Insumo;SACO BOBINA;UN;Saída;-47;-1;Saída;-48;Eduarda;08/10/2023 19:18;Venda de PIZZA PARIS GRANDE do pedido 55
Insumo;CAIXA GRANDE;UN;Saída;31,5;-1;Saída;30,5;Eduarda;08/10/2023 19:18;Venda de PIZZA PARIS GRANDE do pedido 55
Produto;AGUA DE COCO;UN;Saída;0;-1;Saída;-1;Eduarda;08/10/2023 18:24;Venda de AGUA DE COCO do pedido 53
Insumo;CREAME CHEESE;kg;Saída;1,22;-0,005;Saída;1,215;Eduarda;08/10/2023 18:23;Venda de ROMEU E JULIETA do pedido 53
Insumo;MASSA PIZZA;kg;Saída;-18,42;-0,02;Saída;-18,44;Eduarda;08/10/2023 18:23;Venda de ROMEU E JULIETA do pedido 53
Insumo;GOIABADA;kg;Saída;-0,05;-0,005;Saída;-0,055;Eduarda;08/10/2023 18:23;Venda de ROMEU E JULIETA do pedido 53
Insumo;MASSA PIZZA;kg;Saída;-18,4;-0,02;Saída;-18,42;Eduarda;08/10/2023 18:23;Venda de DOCE DE LEITE do pedido 53
Insumo;DOCE DE LEITE;kg;Saída;-0,08;-0,02;Saída;-0,1;Eduarda;08/10/2023 18:23;Venda de DOCE DE LEITE do pedido 53
Insumo;CHOCOLATE AO LEITE;kg;Saída;1,194;-0,072;Saída;1,122;Eduarda;08/10/2023 18:23;Venda de CHOCOLATE AO LEITE do pedido 53
Insumo;MASSA PIZZA;kg;Saída;-18,28;-0,12;Saída;-18,4;Eduarda;08/10/2023 18:23;Venda de CHOCOLATE AO LEITE do pedido 53
Insumo;CHOCOLATE AO LEITE;kg;Devolução;1,182;0,012;Entrada;1,194;Eduarda;08/10/2023 18:23;Item cancelado
Insumo;MASSA PIZZA;kg;Devolução;-18,3;0,02;Entrada;-18,28;Eduarda;08/10/2023 18:23;Item cancelado
Insumo;CHOCOLATE AO LEITE;kg;Devolução;1,17;0,012;Entrada;1,182;Eduarda;08/10/2023 18:23;Item cancelado
Insumo;MASSA PIZZA;kg;Devolução;-18,32;0,02;Entrada;-18,3;Eduarda;08/10/2023 18:23;Item cancelado
Insumo;CHOCOLATE AO LEITE;kg;Saída;1,182;-0,012;Saída;1,17;Eduarda;08/10/2023 18:23;Venda de CHOCOLATE AO LEITE do pedido 53
Insumo;MASSA PIZZA;kg;Saída;-18,3;-0,02;Saída;-18,32;Eduarda;08/10/2023 18:23;Venda de CHOCOLATE AO LEITE do pedido 53
Insumo;CHOCOLATE AO LEITE;kg;Saída;1,194;-0,012;Saída;1,182;Eduarda;08/10/2023 18:22;Venda de CHOCOLATE AO LEITE do pedido 53
Insumo;MASSA PIZZA;kg;Saída;-18,28;-0,02;Saída;-18,3;Eduarda;08/10/2023 18:22;Venda de CHOCOLATE AO LEITE do pedido 53
Produto;AGUA DE COCO;UN;Entrada;0;0;;0;Eduarda;08/10/2023 18:21;Lançamento Inicial de Estoque
Insumo;MUSSARELA;kg;Saída;8,566;-0,09;Saída;8,476;Eduarda;08/10/2023 18:20;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 53
Insumo;CREAME CHEESE;kg;Saída;1,24;-0,02;Saída;1,22;Eduarda;08/10/2023 18:20;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 53
Insumo;PEITO DE PERU;kg;Saída;-0,116;-0,04;Saída;-0,156;Eduarda;08/10/2023 18:20;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 53
Insumo;ORÉGANO;kg;Saída;0,034;-0,0005;Saída;0,0335;Eduarda;08/10/2023 18:20;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 53
Insumo;MOLHO TOMATE;kg;Saída;-3,29;-0,02;Saída;-3,31;Eduarda;08/10/2023 18:20;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 53
Insumo;MASSA PIZZA;kg;Saída;-18,15;-0,13;Saída;-18,28;Eduarda;08/10/2023 18:20;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 53
Insumo;SACO BOBINA;UN;Saída;-46,5;-0,5;Saída;-47;Eduarda;08/10/2023 18:20;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 53
Insumo;CAIXA GRANDE;UN;Saída;32;-0,5;Saída;31,5;Eduarda;08/10/2023 18:20;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 53
Insumo;MUSSARELA;kg;Saída;8,656;-0,09;Saída;8,566;Eduarda;08/10/2023 18:20;Venda de 1/2 CALABRESA do pedido 53
Insumo;LINGUIÇA CALABRESA;kg;Saída;2,098;-0,1;Saída;1,998;Eduarda;08/10/2023 18:20;Venda de 1/2 CALABRESA do pedido 53
Insumo;CEBOLA ROXA;kg;Saída;0,207;-0,001;Saída;0,206;Eduarda;08/10/2023 18:20;Venda de 1/2 CALABRESA do pedido 53
Insumo;ORÉGANO;kg;Saída;0,0345;-0,0005;Saída;0,034;Eduarda;08/10/2023 18:20;Venda de 1/2 CALABRESA do pedido 53
Insumo;CEBOLA;kg;Saída;1,2375;-0,003;Saída;1,2345;Eduarda;08/10/2023 18:20;Venda de 1/2 CALABRESA do pedido 53
Insumo;MOLHO TOMATE;kg;Saída;-3,27;-0,02;Saída;-3,29;Eduarda;08/10/2023 18:20;Venda de 1/2 CALABRESA do pedido 53
Insumo;MASSA PIZZA;kg;Saída;-18,02;-0,13;Saída;-18,15;Eduarda;08/10/2023 18:20;Venda de 1/2 CALABRESA do pedido 53
Insumo;SACO BOBINA;UN;Saída;-46;-0,5;Saída;-46,5;Eduarda;08/10/2023 18:20;Venda de 1/2 CALABRESA do pedido 53
Insumo;CAIXA GRANDE;UN;Saída;32,5;-0,5;Saída;32;Eduarda;08/10/2023 18:20;Venda de 1/2 CALABRESA do pedido 53
Insumo;MUSSARELA;kg;Saída;8,836;-0,18;Saída;8,656;Eduarda;08/10/2023 18:08;Venda de PIZZA ALHO PORÓ GRANDE do pedido 51
Insumo;CREAME CHEESE;kg;Saída;1,32;-0,08;Saída;1,24;Eduarda;08/10/2023 18:08;Venda de PIZZA ALHO PORÓ GRANDE do pedido 51
Insumo;ORÉGANO;kg;Saída;0,0355;-0,001;Saída;0,0345;Eduarda;08/10/2023 18:08;Venda de PIZZA ALHO PORÓ GRANDE do pedido 51
Insumo;MOLHO TOMATE;kg;Saída;-3,23;-0,04;Saída;-3,27;Eduarda;08/10/2023 18:08;Venda de PIZZA ALHO PORÓ GRANDE do pedido 51
Insumo;MASSA PIZZA;kg;Saída;-17,76;-0,26;Saída;-18,02;Eduarda;08/10/2023 18:08;Venda de PIZZA ALHO PORÓ GRANDE do pedido 51
Insumo;SACO BOBINA;UN;Saída;-45;-1;Saída;-46;Eduarda;08/10/2023 18:08;Venda de PIZZA ALHO PORÓ GRANDE do pedido 51
Insumo;CAIXA GRANDE;UN;Saída;33,5;-1;Saída;32,5;Eduarda;08/10/2023 18:08;Venda de PIZZA ALHO PORÓ GRANDE do pedido 51
Insumo;ALHO PORÓ;kg;Saída;-0,015;-0,03;Saída;-0,045;Eduarda;08/10/2023 18:08;Venda de PIZZA ALHO PORÓ GRANDE do pedido 51
Insumo;PIMENTA BIQUINHO;kg;Saída;-0,023;-0,006;Saída;-0,029;Eduarda;08/10/2023 18:08;Venda de PIZZA ALHO PORÓ GRANDE do pedido 51
Produto;COCA-COLA NORMAL 2L;UN;Saída;-3;-1;Saída;-4;Eduarda;07/10/2023 20:45;Venda de COCA-COLA NORMAL 2L do pedido 52
Insumo;MUSSARELA;kg;Saída;8,926;-0,09;Saída;8,836;Eduarda;07/10/2023 20:45;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 52
Insumo;CREAME CHEESE;kg;Saída;1,34;-0,02;Saída;1,32;Eduarda;07/10/2023 20:45;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 52
Insumo;PEITO DE PERU;kg;Saída;-0,076;-0,04;Saída;-0,116;Eduarda;07/10/2023 20:45;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 52
Insumo;ORÉGANO;kg;Saída;0,036;-0,0005;Saída;0,0355;Eduarda;07/10/2023 20:45;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 52
Insumo;MOLHO TOMATE;kg;Saída;-3,21;-0,02;Saída;-3,23;Eduarda;07/10/2023 20:45;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 52
Insumo;MASSA PIZZA;kg;Saída;-17,63;-0,13;Saída;-17,76;Eduarda;07/10/2023 20:45;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 52
Insumo;SACO BOBINA;UN;Saída;-44,5;-0,5;Saída;-45;Eduarda;07/10/2023 20:45;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 52
Insumo;CAIXA GRANDE;UN;Saída;34;-0,5;Saída;33,5;Eduarda;07/10/2023 20:45;Venda de 1/2 PEITO DE PERU C/ CREAM CHEESE do pedido 52
Insumo;MUSSARELA;kg;Saída;9,016;-0,09;Saída;8,926;Eduarda;07/10/2023 20:45;Venda de 1/2 MARGUERITA do pedido 52
Insumo;TOMATE SALADA;kg;Saída;1,731;-0,0075;Saída;1,7235;Eduarda;07/10/2023 20:45;Venda de 1/2 MARGUERITA do pedido 52
Insumo;ORÉGANO;kg;Saída;0,0365;-0,0005;Saída;0,036;Eduarda;07/10/2023 20:45;Venda de 1/2 MARGUERITA do pedido 52
Insumo;MOLHO TOMATE;kg;Saída;-3,19;-0,02;Saída;-3,21;Eduarda;07/10/2023 20:45;Venda de 1/2 MARGUERITA do pedido 52
Insumo;MASSA PIZZA;kg;Saída;-17,5;-0,13;Saída;-17,63;Eduarda;07/10/2023 20:45;Venda de 1/2 MARGUERITA do pedido 52
Insumo;SACO BOBINA;UN;Saída;-44;-0,5;Saída;-44,5;Eduarda;07/10/2023 20:45;Venda de 1/2 MARGUERITA do pedido 52
Insumo;CAIXA GRANDE;UN;Saída;34,5;-0,5;Saída;34;Eduarda;07/10/2023 20:45;Venda de 1/2 MARGUERITA do pedido 52
Insumo;MANJERICÃO FRESCO;kg;Saída;-0,0035;-0,0005;Saída;-0,004;Eduarda;07/10/2023 20:45;Venda de 1/2 MARGUERITA do pedido 52
Insumo;MUSSARELA;kg;Saída;9,171;-0,155;Saída;9,016;Eduarda;07/10/2023 20:43;Venda de 1/2 PARIS do pedido 52
Insumo;AZEITONA PRETA;kg;Saída;0,2105;-0,005;Saída;0,2055;Eduarda;07/10/2023 20:43;Venda de 1/2 PARIS do pedido 52
Insumo;CHAMPIGNON;kg;Saída;0,094;-0,01;Saída;0,084;Eduarda;07/10/2023 20:43;Venda de 1/2 PARIS do pedido 52
Insumo;PRESUNTO;kg;Saída;0,265;-0,04;Saída;0,225;Eduarda;07/10/2023 20:43;Venda de 1/2 PARIS do pedido 52
Insumo;ORÉGANO;kg;Saída;0,037;-0,0005;Saída;0,0365;Eduarda;07/10/2023 20:43;Venda de 1/2 PARIS do pedido 52
Insumo;MOLHO TOMATE;kg;Saída;-3,145;-0,045;Saída;-3,19;Eduarda;07/10/2023 20:43;Venda de 1/2 PARIS do pedido 52
Insumo;MASSA PIZZA;kg;Saída;-17,28;-0,22;Saída;-17,5;Eduarda;07/10/2023 20:43;Venda de 1/2 PARIS do pedido 52
Insumo;SACO BOBINA;UN;Saída;-43,5;-0,5;Saída;-44;Eduarda;07/10/2023 20:43;Venda de 1/2 PARIS do pedido 52
Insumo;CAIXA GIGANTE;UN;Saída;19;-0,5;Saída;18,5;Eduarda;07/10/2023 20:43;Venda de 1/2 PARIS do pedido 52
Insumo;MUSSARELA;kg;Saída;9,326;-0,155;Saída;9,171;Eduarda;07/10/2023 20:43;Venda de 1/2 ALHO PORÓ do pedido 52
Insumo;CREAME CHEESE;kg;Saída;1,4;-0,06;Saída;1,34;Eduarda;07/10/2023 20:43;Venda de 1/2 ALHO PORÓ do pedido 52
Insumo;ORÉGANO;kg;Saída;0,0375;-0,0005;Saída;0,037;Eduarda;07/10/2023 20:43;Venda de 1/2 ALHO PORÓ do pedido 52
Insumo;MOLHO TOMATE;kg;Saída;-3,1;-0,045;Saída;-3,145;Eduarda;07/10/2023 20:43;Venda de 1/2 ALHO PORÓ do pedido 52
Insumo;MASSA PIZZA;kg;Saída;-17,06;-0,22;Saída;-17,28;Eduarda;07/10/2023 20:43;Venda de 1/2 ALHO PORÓ do pedido 52
Insumo;SACO BOBINA;UN;Saída;-43;-0,5;Saída;-43,5;Eduarda;07/10/2023 20:43;Venda de 1/2 ALHO PORÓ do pedido 52
Insumo;CAIXA GIGANTE;UN;Saída;19,5;-0,5;Saída;19;Eduarda;07/10/2023 20:43;Venda de 1/2 ALHO PORÓ do pedido 52
Insumo;ALHO PORÓ;kg;Saída;0,01;-0,025;Saída;-0,015;Eduarda;07/10/2023 20:43;Venda de 1/2 ALHO PORÓ do pedido 52
Insumo;PIMENTA BIQUINHO;kg;Saída;-0,018;-0,005;Saída;-0,023;Eduarda;07/10/2023 20:43;Venda de 1/2 ALHO PORÓ do pedido 52
Insumo;MUSSARELA;kg;Saída;9,481;-0,155;Saída;9,326;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;AZEITONA PRETA;kg;Saída;0,218;-0,0075;Saída;0,2105;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;PRESUNTO;kg;Saída;0,29;-0,025;Saída;0,265;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;LINGUIÇA CALABRESA;kg;Saída;2,128;-0,03;Saída;2,098;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;CEBOLA ROXA;kg;Saída;0,212;-0,005;Saída;0,207;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;ORÉGANO;kg;Saída;0,038;-0,0005;Saída;0,0375;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;CEBOLA;kg;Saída;1,245;-0,0075;Saída;1,2375;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;PIMENTÃO;kg;Saída;0,262;-0,0075;Saída;0,2545;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;MOLHO TOMATE;kg;Saída;-3,055;-0,045;Saída;-3,1;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;MASSA PIZZA;kg;Saída;-16,84;-0,22;Saída;-17,06;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;SACO BOBINA;UN;Saída;-42,5;-0,5;Saída;-43;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;CAIXA GIGANTE;UN;Saída;20;-0,5;Saída;19,5;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;OVO;UN;Saída;-18;-1;Saída;-19;Eduarda;07/10/2023 20:43;Venda de 1/2 PORTUGUESA do pedido 52
Insumo;MUSSARELA;kg;Saída;9,636;-0,155;Saída;9,481;Eduarda;07/10/2023 20:43;Venda de 1/2 FRANGO C/ CATUPIRY do pedido 52
Insumo;REQUEIJÃO CREMOSO;kg;Saída;3,721;-0,06;Saída;3,661;Eduarda;07/10/2023 20:43;Venda de 1/2 FRANGO C/ CATUPIRY do pedido 52
Insumo;ORÉGANO;kg;Saída;0,0385;-0,0005;Saída;0,038;Eduarda;07/10/2023 20:43;Venda de 1/2 FRANGO C/ CATUPIRY do pedido 52
Insumo;MOLHO TOMATE;kg;Saída;-3,01;-0,045;Saída;-3,055;Eduarda;07/10/2023 20:43;Venda de 1/2 FRANGO C/ CATUPIRY do pedido 52
Insumo;MASSA PIZZA;kg;Saída;-16,62;-0,22;Saída;-16,84;Eduarda;07/10/2023 20:43;Venda de 1/2 FRANGO C/ CATUPIRY do pedido 52
Insumo;FRANGO DESFIADO;kg;Saída;1,567;-0,09;Saída;1,477;Eduarda;07/10/2023 20:43;Venda de 1/2 FRANGO C/ CATUPIRY do pedido 52
Insumo;SACO BOBINA;UN;Saída;-42;-0,5;Saída;-42,5;Eduarda;07/10/2023 20:43;Venda de 1/2 FRANGO C/ CATUPIRY do pedido 52
Insumo;CAIXA GIGANTE;UN;Saída;20,5;-0,5;Saída;20;Eduarda;07/10/2023 20:43;Venda de 1/2 FRANGO C/ CATUPIRY do pedido 52
Insumo;TOMATE SALADA;kg;Entrada;1,141;0,59;Entrada;1,731;Eduarda;06/10/2023 23:18;
Insumo;RÚCULA;kg;Entrada;0,15;0,1;Entrada;0,25;Eduarda;06/10/2023 23:18;
Insumo;PIMENTÃO;kg;Entrada;0,172;0,09;Entrada;0,262;Eduarda;06/10/2023 23:18;
Insumo;MILHO;kg;Entrada;0,16;0,17;Entrada;0,33;Eduarda;06/10/2023 23:18;
Produto;GUARANÁ MANT. 2L;UN;Entrada;2;1;Entrada;3;Eduarda;06/10/2023 23:18;
Produto;GUARANÁ ANT. 1,5L;UN;Entrada;1;1;Entrada;2;Eduarda;06/10/2023 23:18;
Insumo;CEBOLA;kg;Entrada;1,01;0,235;Entrada;1,245;Eduarda;06/10/2023 23:18;
Insumo;ALHO PORÓ;kg;Entrada;-0,09;0,1;Entrada;0,01;Eduarda;06/10/2023 23:18;
Insumo;ALHO;kg;Entrada;0,1;0,125;Entrada;0,225;Eduarda;06/10/2023 23:18;
Insumo;AÇÚCAR;kg;Entrada;1,066;1;Entrada;2,066;Eduarda;06/10/2023 23:18;
Insumo;MUSSARELA;kg;Saída;9,816;-0,18;Saída;9,636;Eduarda;06/10/2023 21:57;Venda de PIZZA CALABRESA GRANDE do pedido 50
Insumo;LINGUIÇA CALABRESA;kg;Saída;2,328;-0,2;Saída;2,128;Eduarda;06/10/2023 21:57;Venda de PIZZA CALABRESA GRANDE do pedido 50
Insumo;CEBOLA ROXA;kg;Saída;0,214;-0,002;Saída;0,212;Eduarda;06/10/2023 21:57;Venda de PIZZA CALABRESA GRANDE do pedido 50
Insumo;ORÉGANO;kg;Saída;0,0395;-0,001;Saída;0,0385;Eduarda;06/10/2023 21:57;Venda de PIZZA CALABRESA GRANDE do pedido 50
Insumo;CEBOLA;kg;Saída;1,016;-0,006;Saída;1,01;Eduarda;06/10/2023 21:57;Venda de PIZZA CALABRESA GRANDE do pedido 50
Insumo;MOLHO TOMATE;kg;Saída;-2,97;-0,04;Saída;-3,01;Eduarda;06/10/2023 21:57;Venda de PIZZA CALABRESA GRANDE do pedido 50
Insumo;MASSA PIZZA;kg;Saída;-16,36;-0,26;Saída;-16,62;Eduarda;06/10/2023 21:57;Venda de PIZZA CALABRESA GRANDE do pedido 50
Insumo;SACO BOBINA;UN;Saída;-41;-1;Saída;-42;Eduarda;06/10/2023 21:57;Venda de PIZZA CALABRESA GRANDE do pedido 50
Insumo;CAIXA GRANDE;UN;Saída;35,5;-1;Saída;34,5;Eduarda;06/10/2023 21:57;Venda de PIZZA CALABRESA GRANDE do pedido 50
Insumo;MUSSARELA;kg;Saída;9,871;-0,055;Saída;9,816;Eduarda;06/10/2023 21:55;Venda de 1/2 FRANGO C/ CATUPIRY  do pedido 48
Insumo;REQUEIJÃO CREMOSO;kg;Saída;3,736;-0,015;Saída;3,721;Eduarda;06/10/2023 21:55;Venda de 1/2 FRANGO C/ CATUPIRY  do pedido 48
Insumo;ORÉGANO;kg;Saída;0,04;-0,0005;Saída;0,0395;Eduarda;06/10/2023 21:55;Venda de 1/2 FRANGO C/ CATUPIRY  do pedido 48
